an	0.7047582648576343
ar	0.8077094972067039
al	0.8484417022623003
sh	0.6823962516733602
am	0.8085319447226117
ra	0.5574565155403479
er	0.7974358974358975
nd	0.9398051496172581
en	0.6810766721044046
in	0.712161760333036
aj	0.7356223175965665
ya	0.37687756030951297
at	0.7074330164217805
ad	0.891845979614949
it	0.6327838827838828
ir	0.8495176848874598
ri	0.16866228917213855
ta	0.24741178956264526
as	0.8519362186788155
et	0.5703081232492997
ha	0.2325083293669681
ul	0.6882183908045977
th	0.912751677852349
ni	0.21327651939896838
nt	0.8123791102514507
na	0.1573546180159635
ti	0.10561056105610561
la	0.1886970915109955
hu	0.717680608365019
ak	0.8757612667478685
ru	0.8056497175141243
hi	0.26611635220125784
ur	0.6537342386032978
il	0.8031212484993998
li	0.16375
ay	0.8
nh	0.9819376026272578
ab	0.7526041666666666
ma	0.18745852687458528
da	0.22874743326488706
ev	0.9172185430463576
ep	0.7045454545454546
nu	0.6840696117804551
em	0.6728971962616822
el	0.8076923076923077
im	0.6996951219512195
lu	0.766497461928934
ed	0.8163636363636364
av	0.822550831792976
id	0.8576998050682261
du	0.8118081180811808
gh	0.9667405764966741
tu	0.7623239436619719
ee	0.16977225672877846
ik	0.8405172413793104
or	0.6985559566787004
di	0.1940382452193476
va	0.491679273827534
un	0.36078886310904873
ka	0.1560140915953699
tt	0.927710843373494
es	0.62217659137577
kh	0.8319088319088319
ah	0.5776892430278885
bh	0.8977635782747604
ek	0.8996763754045307
is	0.6555819477434679
ol	0.6119733924611973
ip	0.716931216931217
ku	0.7165775401069518
az	0.5812917594654788
ej	0.7675840978593272
mi	0.2457200402819738
ib	0.7941176470588235
od	0.8673835125448028
ai	0.3604294478527607
eb	0.7740863787375415
on	0.34277198211624443
sa	0.19805481874447392
su	0.722972972972973
ki	0.2588522588522589
dh	0.848
ih	1.0
ja	0.25212121212121213
ap	0.9
ng	0.7275985663082437
vi	0.07866507747318235
si	0.23157894736842105
re	0.6334405144694534
op	0.8944954128440367
mu	0.671280276816609
bu	0.6897810218978102
ey	0.6057692307692307
ji	0.3755020080321285
um	0.3611111111111111
ju	0.5704918032786885
pa	0.2849740932642487
af	0.7547169811320755
ag	0.7571428571428571
ga	0.42133333333333334
oj	0.5505226480836237
ba	0.18362573099415205
ot	0.6493506493506493
nk	0.925
oo	0.5257352941176471
le	0.5265151515151515
ud	0.8903225806451613
dr	0.84375
gi	0.2913907284768212
om	0.4810606060606061
up	0.8913043478260869
iv	0.8768115942028986
he	0.6060606060606061
ok	0.851063829787234
bi	0.1853582554517134
if	0.8309859154929577
de	0.3877551020408163
ne	0.41911764705882354
ij	0.738562091503268
ub	0.8235294117647058
wa	0.5685279187817259
gu	0.7708333333333334
te	0.43951612903225806
uj	0.7681159420289855
to	0.24299065420560748
nr	0.7285714285714285
pi	0.31875
ut	0.8319327731092437
uk	0.8305084745762712
nn	0.7863247863247863
ob	0.8108108108108109
us	0.7272727272727273
ef	0.8775510204081632
au	0.3744493392070485
pu	0.6666666666666666
ez	0.8631578947368421
fa	0.22126436781609196
hn	0.7129629629629629
aa	0.23824451410658307
ve	0.7128712871287128
ny	0.5343511450381679
ns	0.8076923076923077
ke	0.6019417475728155
ll	0.7564102564102564
ky	0.5757575757575758
ph	0.8
ho	0.12557077625570776
rr	1.0
za	0.3089887640449438
ro	0.12087912087912088
rt	0.6585365853658537
se	0.6753246753246753
uf	1.0
aw	0.8125
fi	0.32098765432098764
yu	1.0
iz	0.8333333333333334
aq	0.8166666666666667
eg	1.0
ia	0.15960912052117263
iq	1.0
do	0.17407407407407408
be	0.5875
me	0.42201834862385323
no	0.08614232209737828
je	0.6818181818181818
lo	0.1355421686746988
ue	1.0
os	0.5116279069767442
tr	0.7096774193548387
iy	0.5057471264367817
ew	1.0
of	1.0
eh	0.6507936507936508
ge	0.7547169811320755
ty	0.3305084745762712
ht	0.7037037037037037
ch	0.7037037037037037
og	0.7708333333333334
ss	1.0
ry	0.31896551724137934
st	0.75
nj	0.5901639344262295
rn	0.5806451612903226
sn	1.0
ou	0.5142857142857142
uv	1.0
nl	0.660377358490566
ye	0.41975308641975306
oz	0.5230769230769231
hy	0.559322033898305
yi	0.15920398009950248
oy	1.0
rm	0.7619047619047619
md	1.0
ov	1.0
wi	0.2366412213740458
kt	1.0
hm	0.7105263157894737
ly	0.226890756302521
ae	0.41935483870967744
ig	0.7027027027027027
hd	1.0
ii	0.17105263157894737
ks	1.0
ck	1.0
vu	0.6571428571428571
nm	0.4782608695652174
yo	0.4074074074074074
by	0.4074074074074074
tn	1.0
eq	1.0
rd	1.0
jo	0.12048192771084337
mo	0.07272727272727272
go	0.17757009345794392
mn	1.0
rv	1.0
rf	1.0
ua	0.5428571428571428
ce	0.6333333333333333
hr	1.0
fu	1.0
ea	0.20224719101123595
eo	1.0
pe	1.0
ko	0.11805555555555555
pt	1.0
ld	1.0
fh	1.0
dd	1.0
ie	0.15841584158415842
ei	0.036613272311212815
vr	1.0
wn	1.0
lp	1.0
zi	0.45454545454545453
ml	1.0
oh	1.0
ic	1.0
rj	1.0
my	0.358974358974359
rh	1.0
lm	1.0
tm	1.0
sr	1.0
ug	1.0
jn	1.0
hv	1.0
so	0.07065217391304347
we	0.22807017543859648
jy	1.0
kr	1.0
bo	0.10619469026548672
rk	1.0
ao	0.3157894736842105
wr	1.0
gy	0.5
nv	1.0
vo	0.2558139534883721
hs	1.0
mm	1.0
fe	1.0
ze	1.0
yn	1.0
uh	1.0
uz	1.0
hh	1.0
yb	1.0
ui	0.37037037037037035
